IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.209.243.172,8080,8080,false,NRT,Asia Pacific,Tokyo,73,0.00
8.209.246.24,80,0,false,NRT,Asia Pacific,Tokyo,74,0.00
8.209.242.25,80,0,false,NRT,Asia Pacific,Tokyo,74,0.00
47.74.26.131,2052,2052,false,NRT,Asia Pacific,Tokyo,74,0.00
8.209.240.227,8080,0,false,NRT,Asia Pacific,Tokyo,74,0.00
8.209.212.5,2095,2095,false,NRT,Asia Pacific,Tokyo,74,0.00
47.74.12.242,2082,2082,false,NRT,Asia Pacific,Tokyo,74,0.00
47.245.58.250,8880,8880,false,NRT,Asia Pacific,Tokyo,74,0.00
8.209.212.5,2082,2082,false,NRT,Asia Pacific,Tokyo,74,0.00
8.209.243.99,8880,8880,false,NRT,Asia Pacific,Tokyo,74,0.00
8.209.215.247,8080,8080,false,NRT,Asia Pacific,Tokyo,74,0.00
47.74.13.66,2086,2086,false,NRT,Asia Pacific,Tokyo,74,0.00
47.74.34.162,8880,8880,false,NRT,Asia Pacific,Tokyo,74,0.00
8.209.246.24,8880,8880,false,NRT,Asia Pacific,Tokyo,74,0.00
47.245.9.216,8880,8880,false,NRT,Asia Pacific,Tokyo,74,0.00
47.74.27.94,8080,8080,false,NRT,Asia Pacific,Tokyo,74,0.00
47.74.37.50,8880,8880,false,NRT,Asia Pacific,Tokyo,74,0.00
8.209.215.247,80,80,false,NRT,Asia Pacific,Tokyo,74,0.00
8.209.240.227,8443,8443,true,NRT,Asia Pacific,Tokyo,74,0.00
8.209.214.157,2095,2095,false,NRT,Asia Pacific,Tokyo,74,0.00
47.74.5.41,8880,0,false,NRT,Asia Pacific,Tokyo,74,0.00
47.245.14.216,80,0,false,NRT,Asia Pacific,Tokyo,74,0.00
8.209.240.227,80,80,false,NRT,Asia Pacific,Tokyo,74,0.00
8.209.248.161,2087,0,true,NRT,Asia Pacific,Tokyo,74,0.00
47.245.37.29,8880,0,false,NRT,Asia Pacific,Tokyo,74,0.00
47.74.13.94,2082,0,false,NRT,Asia Pacific,Tokyo,74,0.00
47.74.11.251,2086,0,false,NRT,Asia Pacific,Tokyo,74,0.00
47.74.50.249,2086,2086,false,NRT,Asia Pacific,Tokyo,75,0.00
8.209.240.229,2096,0,true,NRT,Asia Pacific,Tokyo,75,0.00
8.209.212.5,2096,0,true,NRT,Asia Pacific,Tokyo,75,0.00
47.74.23.99,2095,2095,false,NRT,Asia Pacific,Tokyo,75,0.00
8.209.200.73,80,80,false,NRT,Asia Pacific,Tokyo,75,0.00
47.245.7.212,80,80,false,NRT,Asia Pacific,Tokyo,75,0.00
47.245.31.153,80,0,false,NRT,Asia Pacific,Tokyo,75,0.00
47.236.28.170,2083,0,true,SIN,Asia Pacific,Singapore,75,0.00
47.245.55.99,8080,0,false,NRT,Asia Pacific,Tokyo,75,0.00
8.209.212.5,2052,2052,false,NRT,Asia Pacific,Tokyo,75,0.00
8.209.212.5,2086,2086,false,NRT,Asia Pacific,Tokyo,75,0.00
47.245.52.153,8880,0,false,NRT,Asia Pacific,Tokyo,75,0.00
8.209.248.161,2082,2082,false,NRT,Asia Pacific,Tokyo,75,0.00
8.209.214.157,80,0,false,NRT,Asia Pacific,Tokyo,75,0.00
47.245.57.109,2082,0,false,NRT,Asia Pacific,Tokyo,75,0.00
47.74.9.5,80,0,false,NRT,Asia Pacific,Tokyo,75,0.00
